axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
ability,unspecific,able-bodied,(none),dispreferred,sister,sisters,female,an able-bodied sister,able-bodied sisters,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,son,sons,male,an able-bodied son,able-bodied sons,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,spouse,spouses,neutral,an able-bodied spouse,able-bodied spouses,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,veteran,veterans,neutral,an able-bodied veteran,able-bodied veterans,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,wife,wives,female,an able-bodied wife,able-bodied wives,descriptor_noun
ability,unspecific,able-bodied,(none),dispreferred,woman,women,female,an able-bodied woman,able-bodied women,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,(none),(none),(none),differently abled,differently abled,descriptor
ability,unspecific,differently abled,(none),dispreferred,boy,boys,male,a differently abled boy,differently abled boys,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,bro,bros,male,a differently abled bro,differently abled bros,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,brother,brothers,male,a differently abled brother,differently abled brothers,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,child,children,neutral,a differently abled child,differently abled children,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,dad,dads,male,a differently abled dad,differently abled dads,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,daughter,daughters,female,a differently abled daughter,differently abled daughters,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,father,fathers,male,a differently abled father,differently abled fathers,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,girl,girls,female,a differently abled girl,differently abled girls,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,grandfather,grandfathers,male,a differently abled grandfather,differently abled grandfathers,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,grandma,grandmas,female,a differently abled grandma,differently abled grandmas,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,grandmother,grandmothers,female,a differently abled grandmother,differently abled grandmothers,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,grandpa,grandpas,male,a differently abled grandpa,differently abled grandpas,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,grandparent,grandparents,neutral,a differently abled grandparent,differently abled grandparents,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,guy,guys,male,a differently abled guy,differently abled guys,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,husband,husbands,male,a differently abled husband,differently abled husbands,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,individual,individuals,neutral,a differently abled individual,differently abled individuals,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,kid,kids,neutral,a differently abled kid,differently abled kids,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,lady,ladies,female,a differently abled lady,differently abled ladies,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,man,men,male,a differently abled man,differently abled men,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,mom,moms,female,a differently abled mom,differently abled moms,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,mother,mothers,female,a differently abled mother,differently abled mothers,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,parent,parents,neutral,a differently abled parent,differently abled parents,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,person,people,neutral,a differently abled person,differently abled people,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,sibling,siblings,neutral,a differently abled sibling,differently abled siblings,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,sister,sisters,female,a differently abled sister,differently abled sisters,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,son,sons,male,a differently abled son,differently abled sons,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,spouse,spouses,neutral,a differently abled spouse,differently abled spouses,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,veteran,veterans,neutral,a differently abled veteran,differently abled veterans,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,wife,wives,female,a differently abled wife,differently abled wives,descriptor_noun
ability,unspecific,differently abled,(none),dispreferred,woman,women,female,a differently abled woman,differently abled women,descriptor_noun
ability,unspecific,disabled,(none),reviewed,(none),(none),(none),disabled,disabled,descriptor
ability,unspecific,disabled,(none),reviewed,boy,boys,male,a disabled boy,disabled boys,descriptor_noun
ability,unspecific,disabled,(none),reviewed,bro,bros,male,a disabled bro,disabled bros,descriptor_noun
ability,unspecific,disabled,(none),reviewed,brother,brothers,male,a disabled brother,disabled brothers,descriptor_noun
ability,unspecific,disabled,(none),reviewed,child,children,neutral,a disabled child,disabled children,descriptor_noun
ability,unspecific,disabled,(none),reviewed,dad,dads,male,a disabled dad,disabled dads,descriptor_noun
ability,unspecific,disabled,(none),reviewed,daughter,daughters,female,a disabled daughter,disabled daughters,descriptor_noun
ability,unspecific,disabled,(none),reviewed,father,fathers,male,a disabled father,disabled fathers,descriptor_noun
ability,unspecific,disabled,(none),reviewed,girl,girls,female,a disabled girl,disabled girls,descriptor_noun
ability,unspecific,disabled,(none),reviewed,grandfather,grandfathers,male,a disabled grandfather,disabled grandfathers,descriptor_noun
ability,unspecific,disabled,(none),reviewed,grandma,grandmas,female,a disabled grandma,disabled grandmas,descriptor_noun
ability,unspecific,disabled,(none),reviewed,grandmother,grandmothers,female,a disabled grandmother,disabled grandmothers,descriptor_noun
ability,unspecific,disabled,(none),reviewed,grandpa,grandpas,male,a disabled grandpa,disabled grandpas,descriptor_noun
ability,unspecific,disabled,(none),reviewed,grandparent,grandparents,neutral,a disabled grandparent,disabled grandparents,descriptor_noun
ability,unspecific,disabled,(none),reviewed,guy,guys,male,a disabled guy,disabled guys,descriptor_noun
ability,unspecific,disabled,(none),reviewed,husband,husbands,male,a disabled husband,disabled husbands,descriptor_noun
ability,unspecific,disabled,(none),reviewed,individual,individuals,neutral,a disabled individual,disabled individuals,descriptor_noun
ability,unspecific,disabled,(none),reviewed,kid,kids,neutral,a disabled kid,disabled kids,descriptor_noun
ability,unspecific,disabled,(none),reviewed,lady,ladies,female,a disabled lady,disabled ladies,descriptor_noun
ability,unspecific,disabled,(none),reviewed,man,men,male,a disabled man,disabled men,descriptor_noun
ability,unspecific,disabled,(none),reviewed,mom,moms,female,a disabled mom,disabled moms,descriptor_noun
ability,unspecific,disabled,(none),reviewed,mother,mothers,female,a disabled mother,disabled mothers,descriptor_noun
ability,unspecific,disabled,(none),reviewed,parent,parents,neutral,a disabled parent,disabled parents,descriptor_noun
ability,unspecific,disabled,(none),reviewed,person,people,neutral,a disabled person,disabled people,descriptor_noun
ability,unspecific,disabled,(none),reviewed,sibling,siblings,neutral,a disabled sibling,disabled siblings,descriptor_noun
ability,unspecific,disabled,(none),reviewed,sister,sisters,female,a disabled sister,disabled sisters,descriptor_noun
ability,unspecific,disabled,(none),reviewed,son,sons,male,a disabled son,disabled sons,descriptor_noun
ability,unspecific,disabled,(none),reviewed,spouse,spouses,neutral,a disabled spouse,disabled spouses,descriptor_noun
ability,unspecific,disabled,(none),reviewed,veteran,veterans,neutral,a disabled veteran,disabled veterans,descriptor_noun
ability,unspecific,disabled,(none),reviewed,wife,wives,female,a disabled wife,disabled wives,descriptor_noun
ability,unspecific,disabled,(none),reviewed,woman,women,female,a disabled woman,disabled women,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,(none),(none),(none),handicapped,handicapped,descriptor
ability,unspecific,handicapped,(none),dispreferred,boy,boys,male,a handicapped boy,handicapped boys,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,bro,bros,male,a handicapped bro,handicapped bros,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,brother,brothers,male,a handicapped brother,handicapped brothers,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,child,children,neutral,a handicapped child,handicapped children,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,dad,dads,male,a handicapped dad,handicapped dads,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,daughter,daughters,female,a handicapped daughter,handicapped daughters,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,father,fathers,male,a handicapped father,handicapped fathers,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,girl,girls,female,a handicapped girl,handicapped girls,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,grandfather,grandfathers,male,a handicapped grandfather,handicapped grandfathers,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,grandma,grandmas,female,a handicapped grandma,handicapped grandmas,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,grandmother,grandmothers,female,a handicapped grandmother,handicapped grandmothers,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,grandpa,grandpas,male,a handicapped grandpa,handicapped grandpas,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,grandparent,grandparents,neutral,a handicapped grandparent,handicapped grandparents,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,guy,guys,male,a handicapped guy,handicapped guys,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,husband,husbands,male,a handicapped husband,handicapped husbands,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,individual,individuals,neutral,a handicapped individual,handicapped individuals,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,kid,kids,neutral,a handicapped kid,handicapped kids,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,lady,ladies,female,a handicapped lady,handicapped ladies,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,man,men,male,a handicapped man,handicapped men,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,mom,moms,female,a handicapped mom,handicapped moms,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,mother,mothers,female,a handicapped mother,handicapped mothers,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,parent,parents,neutral,a handicapped parent,handicapped parents,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,person,people,neutral,a handicapped person,handicapped people,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,sibling,siblings,neutral,a handicapped sibling,handicapped siblings,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,sister,sisters,female,a handicapped sister,handicapped sisters,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,son,sons,male,a handicapped son,handicapped sons,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,spouse,spouses,neutral,a handicapped spouse,handicapped spouses,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,veteran,veterans,neutral,a handicapped veteran,handicapped veterans,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,wife,wives,female,a handicapped wife,handicapped wives,descriptor_noun
ability,unspecific,handicapped,(none),dispreferred,woman,women,female,a handicapped woman,handicapped women,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,(none),(none),(none),non-disabled,non-disabled,descriptor
ability,unspecific,non-disabled,(none),reviewed,boy,boys,male,a non-disabled boy,non-disabled boys,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,bro,bros,male,a non-disabled bro,non-disabled bros,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,brother,brothers,male,a non-disabled brother,non-disabled brothers,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,child,children,neutral,a non-disabled child,non-disabled children,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,dad,dads,male,a non-disabled dad,non-disabled dads,descriptor_noun
ability,unspecific,non-disabled,(none),reviewed,daughter,daughters,female,a non-disabled daughter,non-disabled daughters,descriptor_noun
